bid_id,timestamp,log_type,ipinyou_id,user_agent,ip_address,region_id,city_id,ad_exchange,domain,url,anonymous_url_id,ad_slot_id,ad_slot_width,ad_slot_height,ad_slot_visibility,ad_slot,ad_slot_floor_price,creative_id,bidding_price,paying_price,key_page_url,advertiser_id,user_tags
48cdaec9cbfdb378ec4f0f8f441f881c,20130606000144771,2,Vhd_P5bIOvd6eQB,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",180.157.239.*,79,79,1,trqRTvuJX9q7kTKbuKz,95debf4fcc9bdab30a2df30e074a3eff,null,mm_11226918_3459901_11252208,300,250,1,5,0,00fccc64a1ee2809348509b7ac2a97a5,227,0,b2e35064f3549d447edbbdfb1f707c8c,3427,"13496,13776,11423,10052,10684,13042,16661,13403,10093,10110"
6daec2e366cf2ea53d60a43fb6252ab8,20130606000148769,2,Vhk7ZApiOtbsGGk,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31",182.93.57.*,395,395,1,trqRTu1NGoq71m54,e96db1abcdc2953d44c3c35406a61dfc,null,mm_10001929_1631077_11296950,336,280,0,1,0,13606a7c541dcd9ca1948875a760bb31,227,0,d29e59bf0f7f8243858b8183f14d4412,3358,null
84f5374cbdee25c03e0b4889cead3520,20130606000151523,2,Vhk7ZApHDv5OFoj,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.84 Safari/537.22 BIDUPlayerBrowser/2.x",58.216.218.*,80,84,1,trqRTuL9dN1r,bfe9150b805da3dee73cfb8873afd441,null,mm_10052906_2483552_9508057,336,280,2,1,0,4400bf8dea968a0068824792fd336c4c,227,0,b2e35064f3549d447edbbdfb1f707c8c,3427,null
3e2b664713cadb7046006623bea1dbdb,20130606000204700,2,VhkrOr5pDluhDVn,"Lenovo A356:Mozilla/5.0 (Linux; U;  Android 4.0.4; zh-cn; Lenovo A356/S030) AppleWebKit534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",221.179.37.*,216,217,1,null,null,null,mm_10027070_118039_9659846,728,90,2,1,0,48f2e9ba15708c0146bda5e1dd653caa,300,0,bebefa5efe83beee17a3d245e7c5085b,1458,"13866,10111"
50d2ccbff1d17f9b322cf3c6be9cb4df,20130606000207761,2,VhpLODn9OokhF-B,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",221.213.237.*,308,310,2,trqRTup0M9svFMn4JKTI,3a4fc69169d972b2dfead9d104ce7314,null,3037298309,300,250,1,0,5,e1af08818a6cd6bbba118bb54a651961,249,0,a5d0bde104fea52ea466c77b37948424,3476,"13042,10031,10076,10063,10006,10075,10110"
b4d8408a863fd87d5983187fe94bef9b,20130606000211391,2,Z0T1ZixdDtF6l-b,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",116.76.1.*,216,219,1,trqRTvurjZL7gspy,f7e5c8c2b5be014d0d4d65d56af0ed6b,null,mm_10012196_2209563_9284411,300,250,1,5,0,00fccc64a1ee2809348509b7ac2a97a5,227,0,b2e35064f3549d447edbbdfb1f707c8c,3427,"10006,13403,10048,10052,13776,10075,16661,10063,11944,10110"
64135136a6042e9422ecec0464ca5dcd,20130606000213089,2,Vhk7ZATi3ZmHwmj,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.2),61.155.87.*,80,86,1,e1Fjlpk0MqNxgMKE5SqfNX,38b480210fd62de928237d4c422bf877,null,mm_14962967_2576782_9781028,950,90,2,1,0,d5cecca9a6cbd7a0a48110f1306b26d1,227,0,d29e59bf0f7f8243858b8183f14d4412,3358,"13403,10006,10063,10076,10110"
1ba50f7d886083488e8ceefc1f1d0cfc,20130606000218083,2,Vh13PwMNDUx2abk,"Mozilla/5.0 (Linux; U; Android 4.0.4; zh-cn; 5910 Build/IMM76I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",202.100.77.*,344,345,1,trqRTu1uGTdUgNK4wJB,9ee3b93f602609d3f6b341db815cb435,null,mm_28110653_2418111_9292826,300,250,1,5,0,44966cc8da1ed40c95d59e863c8c75f0,300,0,361e128affece850342293213691a043,3386,"13042,11423,10063,11379,10110"
e5186b57b4fa79e6197d57ba7bde2f28,20130606000232230,2,Vhk7ZApZPlF6qgE,null,218.202.106.*,27,28,1,trqRTJubX5scFsf,37bdc8299d3b42e6f04ccf4fca64bacc,null,mm_14539978_2071324_8355258,300,250,1,1,0,00fccc64a1ee2809348509b7ac2a97a5,227,0,b2e35064f3549d447edbbdfb1f707c8c,3427,10063
617e491a10952bf3aa7f34ed1116a4fe,20130606000239531,2,Vhk7ZAn4D8lyqf2,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17 SE 2.X MetaSr 1.0",125.33.244.*,1,1,2,trqRTJkrGIuyFqKbuKz,5924e285376a467870442e119a8c6b85,null,1545254010,250,250,2,0,5,1a43f1ff53f48573803d4a3c31ebc163,238,0,b2e35064f3549d447edbbdfb1f707c8c,3427,null
eafdc6440e4da4b74edacb8eb4f075ac,20130606000256418,2,VhKOZAMi3UsHQb2,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",60.212.0.*,146,152,1,trqRTvpogNlyDok4JKTI,4eeb6114aabd43509c51b4b6aa28422a,null,mm_10032051_2374052_9577342,950,90,2,1,0,d5cecca9a6cbd7a0a48110f1306b26d1,227,0,d29e59bf0f7f8243858b8183f14d4412,3358,"10063,10006,13866,10111"
9d1b7fd2e18c0754c456269bcb8c294e,20130606000304169,2,Vhk7ZAn9DlcsQsR,"Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; GT-P3100 Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",180.109.95.*,80,81,1,null,null,null,mm_14539978_2071324_8620425,300,250,1,1,0,44966cc8da1ed40c95d59e863c8c75f0,300,0,361e128affece850342293213691a043,3386,null
3bfe37fee9123ad2c10c46a9adb07fce,20130606000306849,2,Vh2SLJTDPIcftba,"Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) MQQBrowser/3.1 Mobile/10A8426 Safari/7534.48.3",58.46.143.*,201,213,1,trqRTu1uGTdUgNK4wJB,be6f60bfc350f048c54bdc98c2d29b98,null,mm_28110653_2418111_9292826,300,250,1,5,0,44966cc8da1ed40c95d59e863c8c75f0,300,0,361e128affece850342293213691a043,3386,"13866,10063,10006,11379,10111"
cec8dacf949da7d32eb0d20a320f7d80,20130606000319490,2,VhkSL6MTPNsTDoc,"Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; U705T Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 baiduboxapp/4.2 (Baidu; P1 4.1.1)",117.136.23.*,183,184,1,trqRTvd-OeLy1m58uG,f225c3bf76f4ff5629e67116bb2ef0aa,null,mm_10969886_1502324_10263095,300,250,255,1,0,d881a6c788e76c2c27ed1ef04f119544,227,0,d29e59bf0f7f8243858b8183f14d4412,3358,"10063,13866,10111"
fbe1ec959f0f4dfd6a544ab82fe0e53,20130606000326056,2,Vhk7ZATnPN8yBZj,"Mozilla/5.0 (Linux; U; Android 4.0.4; zh-cn; R813T Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",110.83.176.*,124,133,1,2h5wl5SvdNmRaqKbu-,2416d8b99be617bafab94750bb21640c,null,mm_14488865_2062466_9285459,300,250,1,1,0,d881a6c788e76c2c27ed1ef04f119544,227,0,d29e59bf0f7f8243858b8183f14d4412,3358,null
8d61bfcafab0be451e7295da5c1c7c4a,20130606000354975,2,Vhkr1uF2D95hQCa,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),218.22.119.*,106,117,1,trqRTva9OZL7gspy,383f1aaff8f81bc35cc646e17481c721,null,mm_10032880_3424173_11079150,300,250,1,1,0,d881a6c788e76c2c27ed1ef04f119544,227,0,d29e59bf0f7f8243858b8183f14d4412,3358,10063
4372a258258bbc6d6852c894647e8e8d,20130606000358268,2,VhkrL7ucDQ52aMk,ZTEU795_TD/1.0 Linux/2.6.39 Android/4.0 Release/6.10.2012 Browser/AppleWebKit534.30,36.32.25.*,106,107,1,trqRTvFRLec7gspy,6163b96c0949178c16e1a6f75ae0e12e,null,mm_10006435_107390_11003020,950,90,1,1,0,23d6dade7ed21cea308205b37594003e,227,0,b2e35064f3549d447edbbdfb1f707c8c,3427,"13866,10111"
8e55c044870adf558505bd3b6dd3279e,20130606000402906,2,Vhk7ZAL73tT2wgL,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B176",218.26.228.*,15,17,1,null,null,null,mm_10027070_118039_9659846,728,90,2,1,0,48f2e9ba15708c0146bda5e1dd653caa,300,0,bebefa5efe83beee17a3d245e7c5085b,1458,null
1f3b97c81003ffa39680d8af203fa4a6,20130606000445193,2,Vhk7ZApGPtkfBGb,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.84 Safari/537.22 BIDUPlayerBrowser/2.x",111.58.234.*,238,238,1,trqRTvpogNlyDok4JKTI,dabccb6a430ebcf562208d39f9ca4f20,null,mm_10032051_2374052_9219530,950,90,1,1,0,23d6dade7ed21cea308205b37594003e,227,0,b2e35064f3549d447edbbdfb1f707c8c,3427,null
3764450923d81feda6bae6b0dfb0e2f1,20130606000445765,2,VhpOL5xjPU1UFY2,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),114.229.147.*,80,91,3,Dr1NTvprdN1RFt,8711430433d13e05b83200c7c144b8bf,null,Reading_F_Rectangle,300,250,0,0,31,a499988a822facd86dd0e8e4ffef8532,300,0,bebefa5efe83beee17a3d245e7c5085b,1458,"10031,13042,13403,10057,10059,10063,10052,10024,10006,14273,10075,10110"
31b3f2174d200a26c8ce8a3fed948223,20130606000504349,2,Vh2rZkM6PUCyQQk,"Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25",36.224.199.*,393,393,1,trqRTvFRLec7gspy,b1db112d027d79b5371db01c1d80bc7b,null,mm_10006435_107390_11003020,950,90,1,1,0,23d6dade7ed21cea308205b37594003e,227,0,b2e35064f3549d447edbbdfb1f707c8c,3427,"10684,10052"
969a483a65dccb6bf123d7e3128febe6,20130606000549760,2,Vhkr1u9cDtTTGOl,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B208 Safari/7534.48.3",117.66.102.*,106,111,1,trqRTvuJMoTYFmaKlObWNxup,5c43807c4617f49e78bf782f6814c9ae,null,mm_31645524_3231658_11018836,950,90,1,1,0,23d6dade7ed21cea308205b37594003e,227,0,b2e35064f3549d447edbbdfb1f707c8c,3427,null
be8409546bb061ce3a6622ad83aaa7e8,20130606000903239,2,Vhk7ZATpPlLIefb,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),118.122.192.*,276,293,1,trqRTJ5IGTb7gspy,c8ca1f83e45e0bbaa268fcc62f2ebd4e,null,mm_10013585_496899_9642294,300,250,1,1,0,d881a6c788e76c2c27ed1ef04f119544,227,0,d29e59bf0f7f8243858b8183f14d4412,3358,null
6c79590047d47fb6234bb8fbdf710d50,20130606000907360,2,VhnE1iM3OcbhJdc,HS-T92_TD/1.0 Android/2.2 Release/12.10.2011 Browser/AppleWebKit533.1 Profile/MIDP-2.0 Configuration/CLDC-1.1,112.96.108.*,216,217,1,trqRTuxEgI1YXM9xJMpENpn,8661e19db5a84b69e9236468632bfcb9,null,mm_13724917_2536217_11072507,336,280,255,1,0,f65c8bdb41e9015970bac52baa813239,238,0,9be83422522025c09a44593ecd1af8ca,3476,"10006,10063,13866,10110"
d528fdf72cba4a24b5392001ed4afd57,20130606000910230,2,Vhkr1A27L6M_F-z,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0,218.201.50.*,275,275,2,null,1c2d931993005c4a81e6e2c9e25d2054,null,3317061276,728,90,1,0,5,b90c12ed2bd7950c6027bf9c6937c48a,300,0,361e128affece850342293213691a043,3386,null
c7dd4cadce4f5bed11ff5b560225eb8e,20130606000910983,2,VhKTLw1bPe5otGa,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; KB974489; Maxthon 2.0),121.239.57.*,80,83,2,trqRTJquBQc7gspy,d1c6066c41d241dc09f3beaec14e792c,null,1092604695,336,280,2,0,5,ff5123fb9333ca095034c62fdaaf51aa,300,0,361e128affece850342293213691a043,3386,"13403,10006,10111"
541327692a23c818087e03f0a936a68,20130606000917216,2,Vh2Y1JqZO8l9DMb,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),218.206.228.*,164,165,2,trqRTvdaQ9s71m58uG,2501ffb217b0791d5395cbeed1643d51,null,3676949545,728,90,2,0,5,b90c12ed2bd7950c6027bf9c6937c48a,300,0,361e128affece850342293213691a043,3386,"10006,14273,13800,10063,10059,10075,10052,13866,13042,10024,10057,10083,10110"
87305fa2479f9cc5e60e80c00e280518,20130606001112996,2,Vhkr13ukOcu2jMn,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0),112.115.95.*,308,309,2,trqRTvTJMoFoFYNrJFTzceuzM9FnSU,713f1abde704033fd76a8c66f24a8979,null,3989709271,728,90,1,0,5,4ad7e35171a3d8de73bb862791575f2e,238,0,d29e59bf0f7f8243858b8183f14d4412,3358,13866
62102b68472e7571fa0dba19e74411cc,20130606001254802,2,VhpT1pbILHL8GdC,"Mozilla/5.0 (iPad; CPU OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3",183.67.102.*,275,275,1,trqRTvFRLec7gspy,89d64d0f7f47924ca6cf11c535788ffd,null,mm_10006435_107390_11003020,950,90,1,1,0,d5cecca9a6cbd7a0a48110f1306b26d1,227,0,d29e59bf0f7f8243858b8183f14d4412,3358,16617
8f146bbc1f329198701de7afbc3c0998,20130606001415368,2,Vhkr1ep6OobIGMa,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET4.0C; .NET4.0E),123.88.255.*,216,217,3,DD1SqS9rg5scFsf,fb9a77264af759846e1c945d464f98a1,null,Auto_F_Rectangle,300,250,0,0,50,e1af08818a6cd6bbba118bb54a651961,254,0,a5d0bde104fea52ea466c77b37948424,3476,"10083,10006,10063,10110"
9a67c55c8018a2798fd3d7832505f705,20130606001800330,2,Vhk7ZAF6LlqVgWR,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),112.244.84.*,146,153,3,3KFal19xGq1m1YdI5SqfNX,a2c4a9847b1120d9f7952c494d242bfb,null,Digital_Width5,1000,90,0,0,20,86c2543527c86a893d4d4f68810a0416,300,0,43f4a37f42a7c5e6219e2601b26c6976,3386,null
f2e52f72614ab8680e75316298dd36d5,20130606002009983,2,VhdCCkjyLqdCtdc,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17 SE 2.X MetaSr 1.0",183.186.181.*,15,26,3,5F1RQS9rg5scFsf,543cc971219bdee1890ea066164ed80c,null,News_F_Width1,1000,90,0,0,80,0cd33fcb336655841d3e1441b915748d,254,0,c8758e8658b05bc3a88af7b37bdf0575,3476,"13800,13866,10059,10083,13403,10063,10006,10075,10057,10110"
a2e6be02ea1c773c8e1d73df907183f3,20130606002014630,2,Vh2YLwFxD4cykgb,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",125.47.240.*,164,165,1,5F97t5E0BTK7XhNrUMpENpn,dedc488b98ca20707bc9a723957e7d1f,null,mm_10027070_118039_10308280,160,600,2,1,0,cb7c76e7784031272e37af8e7e9b062c,300,0,bebefa5efe83beee17a3d245e7c5085b,1458,"13866,10063,10006,10111"
6e7ee29be99d3372bbed107738d22168,20130606002125354,2,Vhk7ZiS1PluPgYL,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_2 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B146 Safari/8536.25",175.154.69.*,276,291,1,null,null,null,mm_10027070_118039_9659846,728,90,2,1,0,48f2e9ba15708c0146bda5e1dd653caa,300,0,bebefa5efe83beee17a3d245e7c5085b,1458,"13866,10111"
9f00545defcbcd4b54a8ab14c38930c6,20130606002306272,2,VhpdOeLxL61HDhE,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727),119.123.161.*,216,219,2,trqRTJkyOeas1m58uG,3421005513808c12ae60c0d1272e1ded,null,477946803,728,90,1,0,5,4b724cd63dfb905ebcd54e64572c646d,238,0,b2e35064f3549d447edbbdfb1f707c8c,3427,"10024,10076,10075,14273,10006,11944,10083,10057,10063,10048,13403,10052,10110"
11bbcaa8f42a15ad78ca899a65da5bed,20130606002316531,2,Z0T_Oa2SLqmo3IB,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727),116.2.211.*,40,41,2,tF9vexk0BZqxwqKbuKz,15920f0ccbc469a5072d24404969bbf6,null,3807440656,300,250,2,0,23,00fccc64a1ee2809348509b7ac2a97a5,238,0,b2e35064f3549d447edbbdfb1f707c8c,3427,"11724,10067,10083,10006,10063,10110"
